"licenca","cod_cli","data_emissao","vend_cli","pedido_fora_rota","inicio_atendimento","final_atendimento","motivo_nao_compra"
"3680","0011-0370","2026-03-03",407,False,"2026-03-03T13:39:16.038Z","2026-03-03T13:40:14.796Z","S"
"3680","0012-0318","2026-03-03",402,False,"2026-03-03T13:45:20.924Z","2026-03-03T13:47:02.700Z","A"
"3724","0009-1658","2026-03-03",305,False,"2026-03-03T13:41:55.052Z","2026-03-03T13:47:06.039Z","N"
"3680","0010-0276","2026-03-03",406,False,"2026-03-03T13:44:43.969Z","2026-03-03T13:47:50.981Z","Z"
"3724","0009-2044","2026-03-03",304,False,"2026-03-03T13:44:39.448Z","2026-03-03T13:48:25.602Z","N"
"3680","0002-0078","2026-03-03",101,True,"2026-03-03T13:46:58.719Z","2026-03-03T13:48:26.495Z","S"
"3724","0033-0158","2026-03-03",502,False,"2026-03-03T13:48:45.386Z","2026-03-03T13:49:05.980Z","A"
"3680","0011-0371","2026-03-03",407,False,"2026-03-03T13:48:05.148Z","2026-03-03T13:49:06.303Z","C"
"3724","0035-1017","2026-03-03",501,False,"2026-03-03T14:13:37.800Z","2026-03-03T14:24:09.177Z","B"
"3724","0035-1139","2026-03-03",503,False,"2026-03-03T13:47:31.980Z","2026-03-03T13:50:25.682Z","B"
"3724","0026-0088","2026-03-03",306,False,"2026-03-03T13:31:17.589Z","2026-03-03T13:50:30.733Z","B"
"3680","0002-2625","2026-03-03",103,False,"2026-03-03T13:50:14.247Z","2026-03-03T13:50:32.138Z","C"
"3724","0009-0473","2026-03-03",603,False,"2026-03-03T13:47:20.777Z","2026-03-03T13:53:57.094Z","S"
"3680","0002-3908","2026-03-03",105,False,"2026-03-03T13:45:55.616Z","2026-03-03T13:50:56.856Z","N"
"3680","0011-0356","2026-03-03",407,False,"2026-03-03T13:50:46.557Z","2026-03-03T13:51:10.767Z","A"
"3680","0004-2048","2026-03-03",803,False,"2026-03-03T13:40:46.244Z","2026-03-03T13:51:27.604Z","Z"
"3680","0004-0496","2026-03-03",802,False,"2026-03-03T13:40:20.922Z","2026-03-03T13:53:13.233Z","S"
"3724","0013-0809","2026-03-03",201,False,"2026-03-03T13:47:07.269Z","2026-03-03T13:53:28.182Z","S"
"3724","0033-0012","2026-03-03",502,False,"2026-03-03T13:51:25.351Z","2026-03-03T13:51:45.268Z","O"
"3680","0012-0517","2026-03-03",402,False,"2026-03-03T13:49:01.088Z","2026-03-03T13:53:31.756Z","C"
"3680","0006-1191","2026-03-03",403,False,"2026-03-03T13:49:18.022Z","2026-03-03T13:50:29.845Z","N"
"3680","0006-1032","2026-03-03",403,False,"2026-03-03T13:52:14.639Z","2026-03-03T13:53:40.123Z","A"
"3680","0002-4122","2026-03-03",106,False,"2026-03-03T13:49:50.262Z","2026-03-03T13:53:56.881Z","S"
"3680","0002-2177","2026-03-03",101,True,"2026-03-03T13:53:42.588Z","2026-03-03T13:54:34.065Z","S"
"3724","0009-2336","2026-03-03",303,False,"2026-03-03T13:48:54.085Z","2026-03-03T13:54:09.273Z","B"
"3680","0011-0262","2026-03-03",407,False,"2026-03-03T13:51:30.415Z","2026-03-03T13:54:39.113Z","C"
"3724","0009-1534","2026-03-03",304,False,"2026-03-03T13:51:02.463Z","2026-03-03T13:55:03.230Z","N"
"3724","0025-0044","2026-03-03",204,False,"2026-03-03T13:44:14.065Z","2026-03-03T13:55:16.066Z","S"
"3724","0033-0042","2026-03-03",502,False,"2026-03-03T13:54:04.253Z","2026-03-03T13:55:30.911Z","O"
"3724","0009-1865","2026-03-03",305,False,"2026-03-03T13:50:37.281Z","2026-03-03T13:56:29.701Z","C"
"3680","0002-1608","2026-03-03",104,False,"2026-03-03T13:53:37.843Z","2026-03-03T13:56:37.040Z","B"
"3724","0009-0509","2026-03-03",304,True,"2026-03-03T13:57:30.381Z","2026-03-03T13:57:53.226Z","S"
"3680","0011-0276","2026-03-03",407,False,"2026-03-03T13:56:58.867Z","2026-03-03T13:57:30.145Z","Z"
"3724","0024-0159","2026-03-03",205,False,"2026-03-03T13:39:26.330Z","2026-03-03T13:56:22.336Z","B"
"3724","0009-2220","2026-03-03",305,False,"2026-03-03T13:56:39.508Z","2026-03-03T13:58:06.679Z","C"
"3724","0021-0106","2026-03-03",601,False,"2026-03-03T13:34:38.587Z","2026-03-03T13:58:20.025Z","N"
"3724","0035-0612","2026-03-03",501,False,"2026-03-03T13:30:36.975Z","2026-03-03T13:58:33.878Z","P"
"3724","0035-1028","2026-03-03",503,False,"2026-03-03T13:58:03.711Z","2026-03-03T13:58:44.489Z","B"
"3680","0004-1718","2026-03-03",802,False,"2026-03-03T13:54:52.297Z","2026-03-03T13:58:54.066Z","S"
"3680","0006-0899","2026-03-03",403,False,"2026-03-03T13:58:33.769Z","2026-03-03T13:58:56.743Z","C"
"3680","0019-0034","2026-03-03",405,False,"2026-03-03T13:38:27.192Z","2026-03-03T13:55:58.622Z","Z"
"3680","0019-0231","2026-03-03",405,False,"2026-03-03T13:58:29.447Z","2026-03-03T13:58:56.552Z","N"
"3724","0009-2045","2026-03-03",304,False,"2026-03-03T13:58:38.106Z","2026-03-03T14:00:22.438Z","O"
"3724","0033-0148","2026-03-03",502,False,"2026-03-03T13:58:02.192Z","2026-03-03T14:00:33.710Z","Z"
"3680","0003-1167","2026-03-03",703,False,"2026-03-03T13:44:12.481Z","2026-03-03T14:00:38.090Z","S"
"3724","0009-1267","2026-03-03",301,False,"2026-03-03T13:52:38.134Z","2026-03-03T14:00:45.007Z","S"
"3680","0011-0135","2026-03-03",407,False,"2026-03-03T13:58:00.408Z","2026-03-03T14:02:05.257Z","S"
"3724","0035-1182","2026-03-03",604,False,"2026-03-03T14:01:33.849Z","2026-03-03T14:01:52.826Z","F"
"3724","0035-1106","2026-03-03",503,False,"2026-03-03T13:59:17.775Z","2026-03-03T14:02:00.853Z","B"
"3680","0003-1475","2026-03-03",107,False,"2026-03-03T13:59:25.552Z","2026-03-03T14:02:16.466Z","N"
"3724","0009-2152","2026-03-03",303,False,"2026-03-03T14:00:04.259Z","2026-03-03T14:02:30.447Z","Z"
"3724","0009-1267","2026-03-03",301,False,"2026-03-03T14:01:17.679Z","2026-03-03T14:02:40.172Z","S"
"3680","0004-2032","2026-03-03",804,False,"2026-03-03T13:47:39.080Z","2026-03-03T14:03:07.285Z","H"
"3680","0004-0198","2026-03-03",802,False,"2026-03-03T14:00:50.477Z","2026-03-03T14:03:01.071Z","B"
"3724","0026-0077","2026-03-03",306,False,"2026-03-03T13:51:19.532Z","2026-03-03T14:03:09.980Z","S"
"3724","0035-0239","2026-03-03",504,False,"2026-03-03T13:56:00.401Z","2026-03-03T14:03:54.618Z","B"
"3724","0009-2301","2026-03-03",305,False,"2026-03-03T13:58:17.523Z","2026-03-03T14:03:52.715Z","P"
"3680","0001-0535","2026-03-03",404,False,"2026-03-03T13:31:34.850Z","2026-03-03T14:02:14.329Z","S"
"3724","0009-1548","2026-03-03",305,False,"2026-03-03T14:04:10.682Z","2026-03-03T14:04:42.337Z","P"
"3680","0001-0795","2026-03-03",404,False,"2026-03-03T14:05:04.400Z","2026-03-03T14:05:31.003Z","B"
"3680","0001-1165","2026-03-03",404,False,"2026-03-03T14:24:02.028Z","2026-03-03T14:24:33.629Z","N"
"3724","0009-2355","2026-03-03",303,True,"2026-03-03T14:24:42.428Z","2026-03-03T14:25:09.163Z","S"
"3724","0009-2083","2026-03-03",304,False,"2026-03-03T14:00:42.685Z","2026-03-03T14:05:35.309Z","S"
"3680","0010-0299","2026-03-03",406,False,"2026-03-03T14:04:07.732Z","2026-03-03T14:05:40.494Z","B"
"3680","0012-0269","2026-03-03",402,False,"2026-03-03T14:04:20.312Z","2026-03-03T14:06:07.159Z","A"
"3680","0002-3692","2026-03-03",101,False,"2026-03-03T14:04:45.238Z","2026-03-03T14:06:05.724Z","O"
"3724","0035-0840","2026-03-03",503,False,"2026-03-03T14:05:32.375Z","2026-03-03T14:06:25.283Z","B"
"3680","0002-3516","2026-03-03",105,False,"2026-03-03T14:03:16.097Z","2026-03-03T14:07:19.007Z","S"
"3680","0004-1333","2026-03-03",802,False,"2026-03-03T14:03:34.702Z","2026-03-03T14:06:47.891Z","B"
"3680","0001-1429","2026-03-03",404,False,"2026-03-03T14:07:00.954Z","2026-03-03T14:07:29.430Z","N"
"3724","0009-0909","2026-03-03",301,False,"2026-03-03T14:06:15.802Z","2026-03-03T14:07:23.846Z","N"
"3724","0033-0292","2026-03-03",502,False,"2026-03-03T14:08:06.757Z","2026-03-03T14:08:26.560Z","O"
"3680","0012-0386","2026-03-03",402,False,"2026-03-03T14:06:15.501Z","2026-03-03T14:08:43.563Z","C"
"3724","0021-0263","2026-03-03",601,False,"2026-03-03T14:01:41.894Z","2026-03-03T14:08:54.669Z","N"
"3724","0033-0259","2026-03-03",502,False,"2026-03-03T14:08:38.472Z","2026-03-03T14:08:59.504Z","A"
"3724","0023-0114","2026-03-03",205,False,"2026-03-03T14:05:55.068Z","2026-03-03T14:09:13.294Z","B"
"3724","0035-0948","2026-03-03",501,False,"2026-03-03T13:59:42.405Z","2026-03-03T14:09:46.776Z","A"
"3724","0009-1868","2026-03-03",304,False,"2026-03-03T14:06:25.075Z","2026-03-03T14:09:52.316Z","O"
"3724","0025-0024","2026-03-03",204,True,"2026-03-03T14:04:53.918Z","2026-03-03T14:09:55.983Z","S"
"3724","0023-0256","2026-03-03",205,True,"2026-03-03T14:09:29.326Z","2026-03-03T14:10:14.899Z","S"
"3680","0006-1202","2026-03-03",403,False,"2026-03-03T14:04:41.382Z","2026-03-03T14:10:42.188Z","N"
"3680","0019-0237","2026-03-03",405,False,"2026-03-03T14:06:11.484Z","2026-03-03T14:10:47.994Z","S"
"3680","0004-0397","2026-03-03",705,False,"2026-03-03T13:39:00.026Z","2026-03-03T14:11:20.210Z","Z"
"3724","0026-0138","2026-03-03",306,False,"2026-03-03T14:09:55.711Z","2026-03-03T14:11:43.911Z","O"
"3724","0009-1101","2026-03-03",301,False,"2026-03-03T14:10:37.370Z","2026-03-03T14:12:11.141Z","B"
"3724","0009-1248","2026-03-03",305,False,"2026-03-03T14:07:53.395Z","2026-03-03T14:12:42.895Z","Z"
"3724","0009-1523","2026-03-03",303,False,"2026-03-03T14:03:30.848Z","2026-03-03T14:12:45.727Z","B"
"3724","0035-0696","2026-03-03",504,False,"2026-03-03T14:12:08.713Z","2026-03-03T14:12:50.240Z","B"
"3724","0013-1147","2026-03-03",203,False,"2026-03-03T13:58:31.605Z","2026-03-03T14:12:53.855Z","B"
"3680","0002-1562","2026-03-03",104,False,"2026-03-03T14:12:06.588Z","2026-03-03T14:13:07.746Z","B"
"3680","0003-0006","2026-03-03",805,False,"2026-03-03T12:47:59.246Z","2026-03-03T12:48:30.720Z","F"
"3680","0003-2522","2026-03-03",805,False,"2026-03-03T14:11:47.929Z","2026-03-03T14:13:17.935Z","N"
"3680","0002-3913","2026-03-03",106,False,"2026-03-03T14:09:40.447Z","2026-03-03T14:13:30.806Z","H"
"3680","0001-1435","2026-03-03",404,False,"2026-03-03T14:09:27.617Z","2026-03-03T14:13:51.237Z","S"
"3680","0002-1730","2026-03-03",105,False,"2026-03-03T14:09:50.169Z","2026-03-03T14:14:08.035Z","S"
"3680","0012-0145","2026-03-03",402,False,"2026-03-03T14:12:45.925Z","2026-03-03T14:18:51.399Z","S"
"3724","0024-0216","2026-03-03",205,False,"2026-03-03T14:10:36.178Z","2026-03-03T14:14:28.403Z","B"
"3680","0003-2212","2026-03-03",107,False,"2026-03-03T14:02:40.205Z","2026-03-03T14:15:01.935Z","S"
"3724","0035-0573","2026-03-03",604,False,"2026-03-03T14:08:41.541Z","2026-03-03T14:13:52.340Z","N"
"3724","0013-0420","2026-03-03",201,False,"2026-03-03T14:09:42.601Z","2026-03-03T14:14:46.561Z","B"
"3724","0009-1668","2026-03-03",304,False,"2026-03-03T14:11:02.589Z","2026-03-03T14:14:53.529Z","B"
"3680","0011-0098","2026-03-03",407,False,"2026-03-03T14:08:11.927Z","2026-03-03T14:15:14.361Z","C"
"3680","0001-0645","2026-03-03",404,False,"2026-03-03T14:14:07.833Z","2026-03-03T14:15:27.209Z","S"
"3724","0035-0959","2026-03-03",503,False,"2026-03-03T14:08:18.665Z","2026-03-03T14:15:49.334Z","B"
"3680","0003-0403","2026-03-03",107,True,"2026-03-03T14:16:00.241Z","2026-03-03T14:16:40.922Z","S"
"3724","0033-0249","2026-03-03",502,False,"2026-03-03T14:10:31.368Z","2026-03-03T14:16:55.052Z","S"
"3724","0035-0523","2026-03-03",604,False,"2026-03-03T14:14:50.680Z","2026-03-03T14:16:12.793Z","F"
"3724","0009-2205","2026-03-03",305,False,"2026-03-03T14:15:23.760Z","2026-03-03T14:16:14.759Z","B"
"3680","0004-1965","2026-03-03",804,False,"2026-03-03T14:17:19.287Z","2026-03-03T14:26:03.628Z","H"
"3724","0021-0363","2026-03-03",601,False,"2026-03-03T14:25:08.421Z","2026-03-03T14:26:48.005Z","S"
"3724","0009-2355","2026-03-03",303,True,"2026-03-03T14:25:21.488Z","2026-03-03T14:27:06.583Z","S"
"3680","0019-0151","2026-03-03",405,False,"2026-03-03T14:26:50.786Z","2026-03-03T14:27:36.338Z","S"
"3724","0035-0741","2026-03-03",604,False,"2026-03-03T14:16:20.454Z","2026-03-03T14:16:48.552Z","F"
"3680","0004-1593","2026-03-03",804,False,"2026-03-03T14:11:06.870Z","2026-03-03T14:17:05.682Z","B"
"3680","0006-1208","2026-03-03",403,False,"2026-03-03T14:13:29.464Z","2026-03-03T14:17:44.496Z","B"
"3724","0024-0190","2026-03-03",205,False,"2026-03-03T14:14:46.129Z","2026-03-03T14:17:53.452Z","B"
"3680","0001-0957","2026-03-03",404,False,"2026-03-03T14:17:32.464Z","2026-03-03T14:17:55.776Z","A"
"3680","0010-0419","2026-03-03",406,False,"2026-03-03T14:17:13.635Z","2026-03-03T14:18:01.277Z","B"
"3680","0004-0285","2026-03-03",801,False,"2026-03-03T14:15:51.221Z","2026-03-03T14:18:21.911Z","F"
"3724","0033-0040","2026-03-03",502,False,"2026-03-03T14:18:06.653Z","2026-03-03T14:18:44.751Z","N"
"3724","0035-0947","2026-03-03",503,False,"2026-03-03T14:16:32.708Z","2026-03-03T14:28:52.419Z","B"
"3724","0025-0139","2026-03-03",204,False,"2026-03-03T14:17:04.349Z","2026-03-03T14:29:01.444Z","S"
"3680","0010-0230","2026-03-03",406,False,"2026-03-03T14:25:03.790Z","2026-03-03T14:29:46.127Z","S"
"3724","0013-0703","2026-03-03",201,False,"2026-03-03T14:23:40.529Z","2026-03-03T14:30:12.834Z","S"
"3724","0009-2317","2026-03-03",306,False,"2026-03-03T14:28:08.706Z","2026-03-03T14:30:28.984Z","S"
"3680","0004-0435","2026-03-03",802,False,"2026-03-03T14:15:50.144Z","2026-03-03T14:18:46.254Z","B"
"3680","0002-2851","2026-03-03",103,False,"2026-03-03T14:13:45.810Z","2026-03-03T14:19:31.717Z","S"
"3680","0015-0304","2026-03-03",401,False,"2026-03-03T13:28:24.249Z","2026-03-03T14:19:01.145Z","H"
"3680","0003-2574","2026-03-03",107,True,"2026-03-03T14:17:34.320Z","2026-03-03T14:19:21.176Z","S"
"3680","0003-2322","2026-03-03",703,False,"2026-03-03T15:07:36.680Z","2026-03-03T15:08:10.484Z","O"
"3680","0006-1189","2026-03-03",403,False,"2026-03-03T15:06:33.540Z","2026-03-03T15:08:17.964Z","B"
"3724","0013-0467","2026-03-03",204,False,"2026-03-03T15:07:55.754Z","2026-03-03T15:08:23.330Z","B"
"3680","0010-0425","2026-03-03",406,False,"2026-03-03T15:07:55.153Z","2026-03-03T15:08:24.742Z","N"
"3724","0035-0961","2026-03-03",504,False,"2026-03-03T14:18:19.623Z","2026-03-03T14:22:22.005Z","S"
"3724","0009-0341","2026-03-03",301,False,"2026-03-03T14:14:20.378Z","2026-03-03T14:23:32.003Z","S"
"3680","0002-4123","2026-03-03",103,False,"2026-03-03T14:23:07.182Z","2026-03-03T14:23:30.317Z","B"
"3724","0035-0040","2026-03-03",504,False,"2026-03-03T14:23:09.914Z","2026-03-03T14:23:31.837Z","N"
"3680","0006-0962","2026-03-03",403,False,"2026-03-03T14:22:36.828Z","2026-03-03T14:23:36.435Z","B"
"3680","0010-0417","2026-03-03",406,False,"2026-03-03T14:23:13.144Z","2026-03-03T14:23:38.318Z","O"
"3680","0002-4014","2026-03-03",106,False,"2026-03-03T14:23:07.571Z","2026-03-03T14:24:16.575Z","B"
"3724","0009-2355","2026-03-03",303,True,"2026-03-03T14:23:45.892Z","2026-03-03T14:24:23.205Z","S"
"3680","0006-1015","2026-03-03",403,False,"2026-03-03T14:24:04.982Z","2026-03-03T14:24:52.814Z","B"
"3724","0021-0120","2026-03-03",601,False,"2026-03-03T14:10:55.507Z","2026-03-03T14:24:37.090Z","B"
"3680","0002-0910","2026-03-03",105,False,"2026-03-03T14:23:01.530Z","2026-03-03T14:24:56.417Z","N"
"3724","0009-1247","2026-03-03",302,False,"2026-03-03T14:03:34.831Z","2026-03-03T14:25:32.238Z","S"
"3680","0003-2179","2026-03-03",102,False,"2026-03-03T14:17:53.339Z","2026-03-03T14:25:45.077Z","S"
"3680","0019-0151","2026-03-03",405,False,"2026-03-03T14:25:37.871Z","2026-03-03T14:26:30.694Z","B"
"3680","0011-0320","2026-03-03",407,False,"2026-03-03T14:18:10.339Z","2026-03-03T14:27:42.002Z","S"
"3724","0026-0134","2026-03-03",306,False,"2026-03-03T14:22:08.194Z","2026-03-03T14:27:44.014Z","N"
"3680","0006-1104","2026-03-03",403,False,"2026-03-03T14:27:13.071Z","2026-03-03T14:27:51.104Z","P"
"3680","0004-1990","2026-03-03",804,False,"2026-03-03T14:26:39.881Z","2026-03-03T14:27:55.252Z","B"
"3724","0009-2079","2026-03-03",303,False,"2026-03-03T14:28:14.100Z","2026-03-03T14:28:37.696Z","A"
"3680","0004-1813","2026-03-03",802,False,"2026-03-03T14:22:47.836Z","2026-03-03T14:28:50.771Z","F"
"3680","0018-0059","2026-03-03",701,False,"2026-03-03T14:27:16.936Z","2026-03-03T14:29:02.071Z","B"
"3724","0035-0836","2026-03-03",505,False,"2026-03-03T15:08:19.239Z","2026-03-03T15:08:41.414Z","F"
"3724","0035-1201","2026-03-03",503,False,"2026-03-03T15:02:38.505Z","2026-03-03T15:08:46.955Z","S"
"3680","0019-0242","2026-03-03",405,False,"2026-03-03T15:05:27.070Z","2026-03-03T15:08:49.106Z","O"
"3680","0002-0634","2026-03-03",103,False,"2026-03-03T14:26:45.974Z","2026-03-03T14:30:31.860Z","S"
"3724","0026-0089","2026-03-03",306,False,"2026-03-03T14:32:16.778Z","2026-03-03T14:32:42.309Z","O"
"3724","0026-0122","2026-03-03",306,False,"2026-03-03T15:08:10.458Z","2026-03-03T15:09:01.426Z","O"
"3724","0035-1237","2026-03-03",505,False,"2026-03-03T15:08:55.514Z","2026-03-03T15:09:17.636Z","F"
"3724","0009-1617","2026-03-03",304,False,"2026-03-03T15:03:09.825Z","2026-03-03T15:05:00.412Z","B"
"3724","0009-1670","2026-03-03",304,False,"2026-03-03T15:07:36.579Z","2026-03-03T15:09:34.749Z","N"
"3724","0013-0625","2026-03-03",203,False,"2026-03-03T15:09:10.642Z","2026-03-03T15:09:36.808Z","F"
"3724","0035-1030","2026-03-03",504,False,"2026-03-03T15:08:15.307Z","2026-03-03T15:10:25.987Z","N"
"3724","0013-1242","2026-03-03",204,False,"2026-03-03T15:10:20.498Z","2026-03-03T15:10:41.860Z","B"
"3680","0015-0346","2026-03-03",401,False,"2026-03-03T15:08:34.968Z","2026-03-03T15:10:52.396Z","Z"
"3680","0010-0385","2026-03-03",406,False,"2026-03-03T15:10:32.183Z","2026-03-03T15:11:12.725Z","B"
"3680","0002-3842","2026-03-03",106,False,"2026-03-03T15:10:58.755Z","2026-03-03T15:11:15.921Z","F"
"3724","0026-0137","2026-03-03",306,False,"2026-03-03T15:09:18.263Z","2026-03-03T15:11:18.305Z","B"
"3724","0009-1855","2026-03-03",303,False,"2026-03-03T15:07:46.527Z","2026-03-03T15:11:29.597Z","B"
"3724","0013-0364","2026-03-03",203,False,"2026-03-03T15:11:09.575Z","2026-03-03T15:11:46.836Z","F"
"3680","0002-3197","2026-03-03",105,False,"2026-03-03T15:10:50.348Z","2026-03-03T15:11:41.732Z","B"
"3724","0013-0378","2026-03-03",201,False,"2026-03-03T15:05:01.335Z","2026-03-03T15:12:03.664Z","Z"
"3724","0009-0110","2026-03-03",603,False,"2026-03-03T14:33:10.390Z","2026-03-03T14:33:49.708Z","N"
"3680","0002-3444","2026-03-03",106,False,"2026-03-03T14:33:30.806Z","2026-03-03T14:33:53.185Z","S"
"3724","0009-1940","2026-03-03",303,False,"2026-03-03T14:31:18.059Z","2026-03-03T14:34:02.058Z","B"
"3680","0002-0523","2026-03-03",105,False,"2026-03-03T14:32:35.313Z","2026-03-03T14:34:07.267Z","O"
"3680","0003-0447","2026-03-03",102,False,"2026-03-03T14:32:28.267Z","2026-03-03T14:34:22.711Z","H"
"3724","0009-1436","2026-03-03",304,False,"2026-03-03T14:33:41.646Z","2026-03-03T14:34:57.704Z","O"
"3680","0004-1928","2026-03-03",802,False,"2026-03-03T14:32:41.214Z","2026-03-03T14:35:19.961Z","N"
"3724","0021-0448","2026-03-03",202,False,"2026-03-03T14:34:25.122Z","2026-03-03T14:35:28.310Z","B"
"3724","0035-0294","2026-03-03",501,False,"2026-03-03T14:35:00.188Z","2026-03-03T14:35:48.898Z","S"
"3724","0025-0154","2026-03-03",204,False,"2026-03-03T14:31:52.377Z","2026-03-03T14:35:55.275Z","S"
"3680","0006-1091","2026-03-03",403,False,"2026-03-03T14:33:01.452Z","2026-03-03T14:37:32.835Z","N"
"3680","0006-0751","2026-03-03",403,False,"2026-03-03T15:11:00.614Z","2026-03-03T15:12:22.123Z","C"
"3680","0003-2139","2026-03-03",107,False,"2026-03-03T14:45:03.146Z","2026-03-03T15:12:35.928Z","S"
"3724","0009-1828","2026-03-03",303,False,"2026-03-03T15:11:42.113Z","2026-03-03T15:12:46.784Z","N"
"3724","0013-0919","2026-03-03",204,False,"2026-03-03T15:11:56.350Z","2026-03-03T15:14:17.302Z","B"
"3724","0009-1152","2026-03-03",603,False,"2026-03-03T15:11:13.715Z","2026-03-03T15:14:20.069Z","B"
"3680","0018-0169","2026-03-03",701,False,"2026-03-03T14:51:19.707Z","2026-03-03T15:14:58.219Z","Z"
"3680","0015-0053","2026-03-03",401,False,"2026-03-03T15:14:31.324Z","2026-03-03T15:15:08.092Z","N"
"3724","0035-1262","2026-03-03",504,False,"2026-03-03T15:10:39.165Z","2026-03-03T15:15:30.039Z","S"
"3680","0002-3256","2026-03-03",104,False,"2026-03-03T15:10:01.140Z","2026-03-03T15:16:26.846Z","S"
"3724","0026-0136","2026-03-03",306,False,"2026-03-03T15:12:55.468Z","2026-03-03T15:16:15.583Z","N"
"3724","0009-1829","2026-03-03",303,False,"2026-03-03T15:14:54.166Z","2026-03-03T15:16:33.875Z","O"
"3680","0004-1852","2026-03-03",803,False,"2026-03-03T15:17:47.424Z","2026-03-03T15:18:03.907Z","F"
"3680","0006-0895","2026-03-03",403,False,"2026-03-03T15:16:44.283Z","2026-03-03T15:18:11.855Z","B"
"3724","0009-1830","2026-03-03",303,False,"2026-03-03T15:16:47.375Z","2026-03-03T15:18:25.454Z","O"
"3724","0013-0321","2026-03-03",204,False,"2026-03-03T15:17:32.379Z","2026-03-03T15:19:29.627Z","B"
"3680","0003-2669","2026-03-03",107,False,"2026-03-03T15:17:06.382Z","2026-03-03T15:20:42.634Z","F"
"3724","0035-1205","2026-03-03",505,False,"2026-03-03T15:13:31.007Z","2026-03-03T15:21:14.040Z","N"
"3680","0002-1454","2026-03-03",105,False,"2026-03-03T15:21:22.653Z","2026-03-03T15:21:42.553Z","A"
"3724","0035-0528","2026-03-03",501,False,"2026-03-03T15:05:30.423Z","2026-03-03T15:22:05.124Z","B"
"3724","0013-0634","2026-03-03",602,True,"2026-03-03T15:21:24.106Z","2026-03-03T15:22:26.530Z","S"
"3724","0013-1298","2026-03-03",204,False,"2026-03-03T15:20:13.449Z","2026-03-03T15:22:46.350Z","B"
"3680","0004-1689","2026-03-03",803,False,"2026-03-03T15:22:56.563Z","2026-03-03T15:23:28.926Z","Z"
"3680","0003-2101","2026-03-03",102,False,"2026-03-03T14:53:20.027Z","2026-03-03T15:23:34.979Z","S"
"3680","0006-0802","2026-03-03",403,False,"2026-03-03T15:19:30.192Z","2026-03-03T15:25:21.099Z","S"
"3680","0003-2389","2026-03-03",805,False,"2026-03-03T15:13:55.969Z","2026-03-03T15:14:46.401Z","A"
"3724","0013-0331","2026-03-03",201,False,"2026-03-03T15:20:32.779Z","2026-03-03T15:25:34.432Z","H"
"3680","0019-0003","2026-03-03",405,False,"2026-03-03T15:26:23.522Z","2026-03-03T15:26:50.492Z","O"
"3680","0002-0828","2026-03-03",106,False,"2026-03-03T15:20:40.221Z","2026-03-03T15:26:57.403Z","N"
"3680","0018-0169","2026-03-03",701,False,"2026-03-03T15:21:34.560Z","2026-03-03T15:27:09.522Z","S"
"3680","0015-0257","2026-03-03",401,False,"2026-03-03T15:27:01.460Z","2026-03-03T15:27:32.514Z","Z"
"3680","0002-4015","2026-03-03",106,False,"2026-03-03T15:27:15.570Z","2026-03-03T15:27:53.628Z","H"
"3680","0002-4129","2026-03-03",105,False,"2026-03-03T15:27:19.727Z","2026-03-03T15:27:56.881Z","N"
"3724","0009-1432","2026-03-03",302,False,"2026-03-03T14:32:38.048Z","2026-03-03T14:38:32.966Z","B"
"3680","0004-1986","2026-03-03",802,False,"2026-03-03T14:36:23.405Z","2026-03-03T14:39:31.169Z","B"
"3680","0003-1864","2026-03-03",107,True,"2026-03-03T14:22:46.247Z","2026-03-03T14:24:27.906Z","S"
"3680","0003-2398","2026-03-03",107,False,"2026-03-03T14:37:56.715Z","2026-03-03T14:39:44.592Z","N"
"3724","0013-0286","2026-03-03",203,True,"2026-03-03T14:38:00.531Z","2026-03-03T14:42:13.997Z","S"
"3724","0009-2081","2026-03-03",303,False,"2026-03-03T14:37:13.431Z","2026-03-03T14:39:49.143Z","B"
"3680","0001-1265","2026-03-03",404,False,"2026-03-03T14:39:10.800Z","2026-03-03T14:40:40.954Z","B"
"3680","0006-0831","2026-03-03",405,False,"2026-03-03T15:28:02.416Z","2026-03-03T15:28:48.433Z","N"
"3680","0002-2761","2026-03-03",103,False,"2026-03-03T15:02:02.452Z","2026-03-03T15:32:31.033Z","S"
"3724","0035-1129","2026-03-03",504,False,"2026-03-03T15:17:56.177Z","2026-03-03T15:29:12.022Z","B"
"3724","0013-0928","2026-03-03",204,False,"2026-03-03T14:40:46.637Z","2026-03-03T14:42:11.449Z","B"
"3680","0011-0336","2026-03-03",407,False,"2026-03-03T15:28:26.155Z","2026-03-03T15:29:20.103Z","C"
"3724","0009-2340","2026-03-03",305,False,"2026-03-03T14:40:36.576Z","2026-03-03T14:42:15.108Z","S"
"3680","0002-3879","2026-03-03",101,False,"2026-03-03T14:38:59.389Z","2026-03-03T14:42:18.209Z","H"
"3680","0003-2198","2026-03-03",107,False,"2026-03-03T14:42:10.436Z","2026-03-03T14:42:45.618Z","N"
"3680","0001-1265","2026-03-03",404,False,"2026-03-03T14:41:25.963Z","2026-03-03T14:42:45.976Z","S"
"3724","0009-2126","2026-03-03",304,False,"2026-03-03T14:38:32.299Z","2026-03-03T14:42:37.228Z","S"
"3724","0035-0253","2026-03-03",503,False,"2026-03-03T14:29:50.163Z","2026-03-03T14:43:24.043Z","S"
"3680","0003-2575","2026-03-03",102,False,"2026-03-03T14:42:28.361Z","2026-03-03T14:42:54.502Z","O"
